time,latitude,longitude,temperature_K
2008-01-01,41.37,-95.6,266.730224609375
2008-01-01,41.37,-95.35,266.704345703125
2008-01-01,41.37,-95.1,266.608154296875
2008-01-01,41.37,-94.85,266.4842529296875
2008-01-01,41.37,-94.6,266.343505859375
2008-01-01,41.37,-94.35,266.4014892578125
2008-01-01,41.37,-94.1,266.428955078125
2008-01-01,41.37,-93.85,266.3807373046875
2008-01-01,41.37,-93.6,266.35302734375
2008-01-01,41.37,-93.35,266.2769775390625
2008-01-01,41.37,-93.1,266.3399658203125
2008-01-01,41.37,-92.85,266.313232421875
2008-01-01,41.37,-92.6,266.386962890625
2008-01-01,41.37,-92.35,266.5247802734375
2008-01-01,41.37,-92.1,266.73095703125
2008-01-01,41.37,-91.85,266.869384765625
2008-01-01,41.37,-91.6,267.0538330078125
2008-01-01,41.37,-91.35,267.3436279296875
2008-01-01,41.37,-91.1,267.60498046875
2008-01-01,41.37,-90.85,267.82666015625
2008-01-01,41.37,-90.6,267.9239501953125
2008-01-01,41.37,-90.35,268.1103515625
2008-01-01,41.12,-96.6,267.4310302734375
2008-01-01,41.12,-96.35,267.4884033203125
2008-01-01,41.12,-96.1,267.520263671875
2008-01-01,41.12,-95.85,267.4453125
2008-01-01,41.12,-95.6,267.3424072265625
2008-01-01,41.12,-95.35,267.1890869140625
2008-01-01,41.12,-95.1,267.0863037109375
2008-01-01,41.12,-94.85,266.8724365234375
2008-01-01,41.12,-94.6,266.71728515625
2008-01-01,41.12,-94.35,266.6734619140625
2008-01-01,41.12,-94.1,266.6993408203125
2008-01-01,41.12,-93.85,266.7222900390625
2008-01-01,41.12,-93.6,266.70947265625
2008-01-01,41.12,-93.35,266.7791748046875
2008-01-01,41.12,-93.1,266.8629150390625
2008-01-01,41.12,-92.85,267.0833740234375
2008-01-01,41.12,-92.6,267.1719970703125
2008-01-01,41.12,-92.35,267.447265625
2008-01-01,41.12,-92.1,267.659912109375
2008-01-01,41.12,-91.85,267.822509765625
2008-01-01,41.12,-91.6,267.98876953125
2008-01-01,41.12,-91.35,268.1400146484375
2008-01-01,41.12,-91.1,268.3975830078125
2008-01-01,41.12,-90.85,268.4664306640625
2008-01-01,41.12,-90.6,268.54052734375
2008-01-01,41.12,-90.35,268.4967041015625
2008-01-01,40.87,-96.6,268.069580078125
2008-01-01,40.87,-96.35,268.1173095703125
2008-01-01,40.87,-96.1,268.07763671875
2008-01-01,40.87,-95.85,268.0020751953125
2008-01-01,40.87,-95.6,267.799072265625
2008-01-01,40.87,-95.35,267.633056640625
2008-01-01,40.87,-95.1,267.4564208984375
2008-01-01,40.87,-94.85,267.24169921875
2008-01-01,40.87,-94.6,267.0672607421875
2008-01-01,40.87,-94.35,267.020263671875
2008-01-01,40.87,-94.1,267.0054931640625
2008-01-01,40.87,-93.85,267.0262451171875
2008-01-01,40.87,-93.6,267.0616455078125
2008-01-01,40.87,-93.35,267.146728515625
2008-01-01,40.87,-93.1,267.436279296875
2008-01-01,40.87,-92.85,267.6806640625
2008-01-01,40.87,-92.6,268.0115966796875
2008-01-01,40.87,-92.35,268.2855224609375
2008-01-01,40.87,-92.1,268.51953125
2008-01-01,40.87,-91.85,268.6763916015625
2008-01-01,40.87,-91.6,268.765625
2008-01-01,40.87,-91.35,268.9063720703125
2008-01-01,40.87,-91.1,269.0257568359375
2008-01-01,40.87,-90.85,269.08056640625
2008-01-01,40.87,-90.6,269.052978515625
2008-01-01,40.87,-90.35,269.0338134765625
2008-01-01,40.62,-96.6,268.634033203125
2008-01-01,40.62,-96.35,268.69580078125
2008-01-01,40.62,-96.1,268.65283203125
2008-01-01,40.62,-95.85,268.624267578125
2008-01-01,40.62,-95.6,268.4232177734375
2008-01-01,40.62,-95.35,268.21630859375
2008-01-01,40.62,-95.1,268.0123291015625
2008-01-01,40.62,-94.85,267.724365234375
2008-01-01,40.62,-94.6,267.5467529296875
2008-01-01,40.62,-94.35,267.483642578125
2008-01-01,40.62,-94.1,267.462646484375
2008-01-01,40.62,-93.85,267.4500732421875
2008-01-01,40.62,-93.6,267.4986572265625
2008-01-01,40.62,-93.35,267.7127685546875
2008-01-01,40.62,-93.1,268.0211181640625
2008-01-01,40.62,-92.85,268.3570556640625
2008-01-01,40.62,-92.6,268.7076416015625
2008-01-01,40.62,-92.35,269.00537109375
2008-01-01,40.62,-92.1,269.2315673828125
2008-01-01,40.62,-91.85,269.3394775390625
2008-01-01,40.62,-91.6,269.4273681640625
2008-01-01,40.62,-91.35,269.5526123046875
2008-01-01,40.62,-91.1,269.6610107421875
2008-01-01,40.62,-90.85,269.6954345703125
2008-01-01,40.62,-90.6,269.6810302734375
2008-01-01,40.62,-90.35,269.8067626953125
2008-01-01,40.37,-96.6,269.09033203125
2008-01-01,40.37,-96.35,269.1734619140625
2008-01-01,40.37,-96.1,269.3048095703125
2008-01-01,40.37,-95.85,269.3006591796875
2008-01-01,40.37,-95.6,269.2083740234375
2008-01-01,40.37,-95.35,268.9791259765625
2008-01-01,40.37,-95.1,268.5364990234375
2008-01-01,40.37,-94.85,268.2593994140625
2008-01-01,40.37,-94.6,268.18408203125
2008-01-01,40.37,-94.35,268.1221923828125
2008-01-01,40.37,-94.1,268.09521484375
2008-01-01,40.37,-93.85,268.0931396484375
2008-01-01,40.37,-93.6,268.2310791015625
2008-01-01,40.37,-93.35,268.4542236328125
2008-01-01,40.37,-93.1,268.7230224609375
2008-01-01,40.37,-92.85,269.0609130859375
2008-01-01,40.37,-92.6,269.3297119140625
2008-01-01,40.37,-92.35,269.6251220703125
2008-01-01,40.37,-92.1,269.7967529296875
2008-01-01,40.37,-91.85,269.9114990234375
2008-01-01,40.37,-91.6,270.0560302734375
2008-01-01,40.37,-91.35,270.182373046875
2008-01-01,40.37,-91.1,270.2725830078125
2008-01-01,40.37,-90.85,270.3131103515625
2008-01-01,40.37,-90.6,270.3671875
2008-01-01,40.37,-90.35,270.4862060546875
